기간	자치구	성별	연령	합계	재학	재학	재학	재학	재학	재학	재학	졸업	졸업	졸업	졸업	졸업	졸업	졸업	중퇴	중퇴	중퇴	중퇴	중퇴	중퇴	중퇴	수료	수료	수료	수료	안받았음(미취학포함)
2015	강북구	남자	65~69세	7,841	-	-	-	-	-	-	-	7,014	1,461	1,579	2,837	101	891	145	580	81	134	154	40	171	-	68	12	19	37	179
2015	강북구	남자	70~74세	6,873	1	-	-	-	-	1	-	5,971	1,688	1,387	1,906	103	701	186	631	147	229	105	40	102	8	38	6	-	32	232
2015	강북구	남자	75~79세	4,417	-	-	-	-	-	-	-	3,702	1,129	731	1,109	44	570	119	461	155	84	67	30	125	-	15	-	-	15	239
2015	강북구	남자	80~84세	1,837	-	-	-	-	-	-	-	1,448	432	239	445	23	309	-	229	51	83	32	5	58	-	16	-	-	16	144
2015	강북구	남자	85세 이상	803	-	-	-	-	-	-	-	604	180	92	176	31	113	12	69	23	17	11	-	18	-	6	-	-	6	124
2015	강북구	여자	계	154,259	22,727	6,514	3,673	4,770	1,989	5,043	738	117,954	16,142	14,866	46,681	15,950	21,517	2,798	6,612	1,997	1,194	1,091	1,024	1,151	155	918	226	204	488	6,048
2015	강북구	여자	6~9세	4,202	3,361	3,361	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	841
2015	강북구	여자	10~14세	5,790	5,781	3,153	2,628	-	-	-	-	-	-	-	-	-	-	-	8	-	8	-	-	-	-	-	-	-	-	1
2015	강북구	여자	15~19세	8,325	7,393	-	1,045	4,767	711	870	-	869	-	13	856	-	-	-	63	-	9	47	7	-	-	-	-	-	-	-
2015	강북구	여자	20~24세	10,868	4,654	-	-	3	1,011	3,484	156	5,954	-	55	2,232	2,372	1,285	10	222	-	4	68	105	45	-	38	15	23	-	-
2015	강북구	여자	25~29세	9,605	605	-	-	-	101	282	222	8,577	-	25	1,590	2,900	3,797	265	341	-	-	36	144	139	22	81	12	31	38	1
2015	강북구	여자	30~34세	11,420	295	-	-	-	52	116	127	10,491	-	70	2,657	3,255	4,034	475	493	-	8	48	231	171	35	133	29	13	91	8
2015	강북구	여자	35~39세	11,193	168	-	-	-	26	64	78	10,355	-	125	3,820	2,424	3,483	503	506	-	8	66	150	230	52	161	39	20	102	3
2015	강북구	여자	40~44세	12,731	198	-	-	-	42	86	70	11,984	7	326	6,283	1,897	2,918	553	374	7	32	96	96	129	14	168	44	8	116	7
2015	강북구	여자	45~49세	13,320	220	-	-	-	45	121	54	12,591	251	1,062	7,420	1,316	2,183	359	388	22	29	121	83	125	8	120	28	43	49	1
2015	강북구	여자	50~54세	13,466	24	-	-	-	1	13	10	12,839	957	2,169	7,193	776	1,519	225	525	67	109	140	109	83	17	68	15	11	42	10
2015	강북구	여자	55~59세	13,702	20	-	-	-	-	7	13	12,910	1,986	3,224	6,131	446	900	223	673	189	207	192	29	56	-	70	19	28	23	29
2015	강북구	여자	60~64세	11,109	8	-	-	-	-	-	8	10,213	2,643	2,989	3,676	258	590	57	608	210	206	97	52	36	7	33	7	13	13	247
2015	강북구	여자	65~69세	9,694	-	-	-	-	-	-	-	8,350	3,246	2,186	2,330	135	382	71	723	353	249	59	-	62	-	26	6	6	14	595
2015	강북구	여자	70~74세	8,304	-	-	-	-	-	-	-	6,559	3,298	1,559	1,281	103	267	51	656	438	114	52	11	41	-	-	-	-	-	1,089
2015	강북구	여자	75~79세	5,540	-	-	-	-	-	-	-	3,752	2,073	729	825	45	80	-	595	402	133	39	-	21	-	8	-	8	-	1,185
2015	강북구	여자	80~84세	2,868	-	-	-	-	-	-	-	1,548	978	247	236	16	66	5	342	232	73	30	-	7	-	12	12	-	-	966
2015	강북구	여자	85세 이상	2,122	-	-	-	-	-	-	-	962	703	87	151	7	13	1	95	77	5	-	7	6	-	-	-	-	-	1,065
2015	도봉구	합계	계	321,886	59,726	15,558	10,521	13,534	4,739	13,694	1,680	239,344	19,255	20,869	94,943	30,972	64,636	8,669	13,220	1,759	1,733	2,307	2,999	4,132	290	2,558	606	531	1,421	7,038
2015	도봉구	합계	6~9세	10,015	7,882	7,882	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2,133
2015	도봉구	합계	10~14세	14,430	14,430	7,676	6,754	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	도봉구	합계	15~19세	20,145	18,253	-	3,078	11,289	1,581	2,305	-	1,711	-	37	1,674	-	-	-	179	-	36	119	6	18	-	-	-	-	-	2
2015	도봉구	합계	20~24세	24,087	14,355	-	689	2,245	2,548	8,656	217	9,049	2	111	3,782	3,119	2,012	23	627	-	26	124	265	212	-	55	28	27	-	1
2015	도봉구	합계	25~29세	21,873	2,945	-	-	-	364	1,961	620	17,681	-	58	3,041	4,779	9,201	602	1,017	-	14	129	503	371	-	229	29	130	70	1
2015	도봉구	합계	30~34세	24,568	683	-	-	-	93	289	301	22,225	-	102	5,137	5,648	10,298	1,040	1,291	-	-	102	577	559	53	369	64	71	234	-
2015	도봉구	합계	35~39세	23,901	379	-	-	-	43	163	173	21,941	-	127	6,868	4,923	8,967	1,056	1,260	-	28	112	533	555	32	298	64	54	180	23
2015	도봉구	합계	40~44세	27,079	328	-	-	-	69	111	148	25,287	41	357	11,189	3,927	8,382	1,391	1,095	7	59	238	293	397	101	368	105	20	243	1
2015	도봉구	합계	45~49세	28,684	307	-	-	-	41	131	135	26,988	225	1,146	13,269	3,294	7,867	1,187	1,021	28	78	171	292	390	62	368	78	56	234	-
2015	도봉구	합계	50~54세	29,376	112	-	-	-	-	47	65	27,846	1,010	2,462	14,219	2,173	6,805	1,177	1,146	53	197	271	162	454	9	247	80	25	142	25
2015	도봉구	합계	55~59세	29,592	52	-	-	-	-	31	21	28,151	2,236	4,416	14,167	1,607	4,683	1,042	1,036	109	248	313	79	261	26	337	74	44	219	16
2015	도봉구	합계	60~64세	21,456	-	-	-	-	-	-	-	20,250	3,190	4,100	9,068	666	2,627	599	955	175	276	194	99	204	7	135	38	52	45	116
2015	도봉구	합계	65~69세	15,863	-	-	-	-	-	-	-	14,439	3,381	3,311	5,715	366	1,459	207	959	202	245	232	73	207	-	62	19	15	28	403
2015	도봉구	합계	70~74세	13,186	-	-	-	-	-	-	-	11,267	3,795	2,423	3,532	248	1,072	197	974	388	199	140	47	200	-	43	14	16	13	902
2015	도봉구	합계	75~79세	9,226	-	-	-	-	-	-	-	6,994	2,753	1,409	1,826	104	797	105	996	481	188	102	59	166	-	13	-	6	7	1,223
2015	도봉구	합계	80~84세	5,070	-	-	-	-	-	-	-	3,620	1,636	514	1,071	47	317	35	452	183	104	52	6	107	-	28	7	15	6	970
2015	도봉구	합계	85세 이상	3,335	-	-	-	-	-	-	-	1,895	986	296	385	71	149	8	212	133	35	8	5	31	-	6	6	-	-	1,222
2015	도봉구	남자	계	156,946	32,015	8,087	5,682	8,092	2,614	6,705	835	113,878	5,894	8,375	45,074	13,883	35,490	5,162	7,719	478	838	1,440	2,052	2,717	194	1,442	268	309	865	1,892
2015	도봉구	남자	6~9세	5,225	4,170	4,170	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,055
2015	도봉구	남자	10~14세	7,422	7,422	3,917	3,505	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	도봉구	남자	15~19세	10,182	9,178	-	1,488	5,847	808	1,035	-	897	-	23	874	-	-	-	107	-	23	60	6	18	-	-	-	-	-	-
2015	도봉구	남자	20~24세	11,861	8,217	-	689	2,245	1,401	3,813	69	3,240	2	50	2,026	783	379	-	389	-	20	72	172	125	-	14	7	7	-	1
2015	도봉구	남자	25~29세	11,100	2,152	-	-	-	299	1,532	321	8,024	-	35	1,598	2,098	4,137	156	810	-	8	101	389	312	-	114	8	76	30	-
2015	도봉구	남자	30~34세	12,579	345	-	-	-	64	147	134	11,251	-	80	2,519	2,567	5,607	478	818	-	-	77	353	363	25	165	26	48	91	-
2015	도봉구	남자	35~39세	12,053	178	-	-	-	9	76	93	10,881	-	78	3,405	2,203	4,649	546	831	-	28	53	392	335	23	155	16	33	106	8
2015	도봉구	남자	40~44세	13,427	141	-	-	-	27	28	86	12,443	9	173	5,054	1,859	4,566	782	663	-	43	137	187	238	58	179	45	7	127	1
2015	도봉구	남자	45~49세	13,786	124	-	-	-	6	43	75	12,860	78	419	5,790	1,428	4,391	754	591	8	30	112	180	215	46	211	36	29	146	-
2015	도봉구	남자	50~54세	14,072	65	-	-	-	-	14	51	13,193	437	901	6,060	1,061	4,011	723	643	26	111	129	89	279	9	155	44	6	105	16
2015	도봉구	남자	55~59세	14,137	23	-	-	-	-	17	6	13,299	738	1,601	6,216	987	3,022	735	577	42	86	209	58	156	26	228	44	15	169	10
2015	도봉구	남자	60~64세	10,489	-	-	-	-	-	-	-	9,822	1,133	1,538	4,526	390	1,740	495	542	47	152	110	77	149	7	98	16	45	37	27
2015	도봉구	남자	65~69세	7,666	-	-	-	-	-	-	-	6,949	904	1,325	3,186	230	1,120	184	567	71	115	158	59	164	-	55	12	15	28	95
2015	도봉구	남자	70~74세	6,168	-	-	-	-	-	-	-	5,493	1,202	1,144	2,034	154	781	178	494	118	103	89	39	145	-	28	8	7	13	153
2015	도봉구	남자	75~79세	3,978	-	-	-	-	-	-	-	3,339	819	660	1,008	63	693	96	392	102	66	74	40	110	-	13	-	6	7	234
2015	도봉구	남자	80~84세	1,847	-	-	-	-	-	-	-	1,505	358	248	582	26	263	28	218	43	32	52	6	85	-	21	-	15	6	103
2015	도봉구	남자	85세 이상	954	-	-	-	-	-	-	-	682	214	100	196	34	131	7	77	21	21	7	5	23	-	6	6	-	-	189
2015	도봉구	여자	계	164,940	27,711	7,471	4,839	5,442	2,125	6,989	845	125,466	13,361	12,494	49,869	17,089	29,146	3,507	5,501	1,281	895	867	947	1,415	96	1,116	338	222	556	5,146
2015	도봉구	여자	6~9세	4,790	3,712	3,712	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,078
2015	도봉구	여자	10~14세	7,008	7,008	3,759	3,249	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	도봉구	여자	15~19세	9,963	9,075	-	1,590	5,442	773	1,270	-	814	-	14	800	-	-	-	72	-	13	59	-	-	-	-	-	-	-	2
2015	도봉구	여자	20~24세	12,226	6,138	-	-	-	1,147	4,843	148	5,809	-	61	1,756	2,336	1,633	23	238	-	6	52	93	87	-	41	21	20	-	-
2015	도봉구	여자	25~29세	10,773	793	-	-	-	65	429	299	9,657	-	23	1,443	2,681	5,064	446	207	-	6	28	114	59	-	115	21	54	40	1
2015	도봉구	여자	30~34세	11,989	338	-	-	-	29	142	167	10,974	-	22	2,618	3,081	4,691	562	473	-	-	25	224	196	28	204	38	23	143	-
2015	도봉구	여자	35~39세	11,848	201	-	-	-	34	87	80	11,060	-	49	3,463	2,720	4,318	510	429	-	-	59	141	220	9	143	48	21	74	15
2015	도봉구	여자	40~44세	13,652	187	-	-	-	42	83	62	12,844	32	184	6,135	2,068	3,816	609	432	7	16	101	106	159	43	189	60	13	116	-
2015	도봉구	여자	45~49세	14,898	183	-	-	-	35	88	60	14,128	147	727	7,479	1,866	3,476	433	430	20	48	59	112	175	16	157	42	27	88	-
2015	도봉구	여자	50~54세	15,304	47	-	-	-	-	33	14	14,653	573	1,561	8,159	1,112	2,794	454	503	27	86	142	73	175	-	92	36	19	37	9
2015	도봉구	여자	55~59세	15,455	29	-	-	-	-	14	15	14,852	1,498	2,815	7,951	620	1,661	307	459	67	162	104	21	105	-	109	30	29	50	6
2015	도봉구	여자	60~64세	10,967	-	-	-	-	-	-	-	10,428	2,057	2,562	4,542	276	887	104	413	128	124	84	22	55	-	37	22	7	8	89
2015	도봉구	여자	65~69세	8,197	-	-	-	-	-	-	-	7,490	2,477	1,986	2,529	136	339	23	392	131	130	74	14	43	-	7	7	-	-	308
2015	도봉구	여자	70~74세	7,018	-	-	-	-	-	-	-	5,774	2,593	1,279	1,498	94	291	19	480	270	96	51	8	55	-	15	6	9	-	749
2015	도봉구	여자	75~79세	5,248	-	-	-	-	-	-	-	3,655	1,934	749	818	41	104	9	604	379	122	28	19	56	-	-	-	-	-	989
2015	도봉구	여자	80~84세	3,223	-	-	-	-	-	-	-	2,115	1,278	266	489	21	54	7	234	140	72	-	-	22	-	7	7	-	-	867
2015	도봉구	여자	85세 이상	2,381	-	-	-	-	-	-	-	1,213	772	196	189	37	18	1	135	112	14	1	-	8	-	-	-	-	-	1,033
2015	노원구	합계	계	531,568	121,790	30,799	21,325	27,204	7,136	31,693	3,633	372,569	27,360	28,662	124,933	49,670	122,735	19,209	19,429	3,043	2,335	2,817	4,332	6,113	789	5,925	1,282	1,207	3,436	11,855
2015	노원구	합계	6~9세	18,745	15,495	15,495	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3,250
2015	노원구	합계	10~14세	29,506	29,506	15,304	14,202	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	노원구	합계	15~19세	40,631	37,177	-	6,080	23,312	2,218	5,567	-	3,228	-	100	3,128	-	-	-	226	-	3	132	49	42	-	-	-	-	-	-
2015	노원구	합계	20~24세	42,338	29,725	-	1,040	3,879	4,075	20,359	372	11,642	9	91	4,432	3,875	3,216	19	812	-	25	128	366	293	-	121	67	54	-	38
2015	노원구	합계	25~29세	34,172	5,698	-	-	5	452	4,076	1,165	26,454	-	98	3,620	6,342	15,489	905	1,467	-	32	70	644	678	43	527	73	279	175	26
2015	노원구	합계	30~34세	39,146	1,351	-	1	-	97	481	772	35,189	-	124	5,911	8,166	18,679	2,309	1,734	-	22	118	704	773	117	825	83	217	525	47
2015	노원구	합계	35~39세	40,584	904	-	1	1	100	363	439	36,827	-	188	8,350	8,301	17,117	2,871	1,886	-	49	155	696	805	181	929	194	175	560	38
2015	노원구	합계	40~44세	49,124	876	-	-	2	90	382	402	45,958	25	444	15,524	8,219	18,451	3,295	1,390	15	85	159	448	558	125	879	222	116	541	21
2015	노원구	합계	45~49세	51,655	636	-	1	2	102	283	248	48,551	329	1,307	18,479	6,185	18,966	3,285	1,554	51	83	173	463	661	123	853	224	103	526	61
2015	노원구	합계	50~54세	46,241	243	-	-	-	1	95	147	43,644	1,303	3,078	18,367	4,169	13,904	2,823	1,600	159	180	177	384	606	94	663	135	86	442	91
2015	노원구	합계	55~59세	42,713	147	-	-	2	1	81	63	39,869	3,102	5,455	18,943	2,192	8,246	1,931	2,106	274	406	554	279	529	64	463	100	56	307	128
2015	노원구	합계	60~64세	30,198	23	-	-	1	-	3	19	27,959	3,901	5,946	12,262	1,176	3,802	872	1,509	255	476	367	89	293	29	286	78	49	159	421
2015	노원구	합계	65~69세	22,547	9	-	-	-	-	3	6	19,911	4,926	4,751	7,141	606	2,059	428	1,532	537	387	312	72	224	-	175	56	25	94	920
2015	노원구	합계	70~74세	17,853	-	-	-	-	-	-	-	14,929	5,408	3,383	4,415	210	1,244	269	1,425	662	270	197	56	234	6	79	14	14	51	1,420
2015	노원구	합계	75~79세	13,156	-	-	-	-	-	-	-	10,053	4,437	2,193	2,362	97	869	95	1,308	631	220	141	50	259	7	67	23	8	36	1,728
2015	노원구	합계	80~84세	7,782	-	-	-	-	-	-	-	5,312	2,309	1,044	1,395	61	435	68	628	295	69	119	32	113	-	37	13	18	6	1,805
2015	노원구	합계	85세 이상	5,177	-	-	-	-	-	-	-	3,043	1,611	460	604	71	258	39	252	164	28	15	-	45	-	21	-	7	14	1,861
2015	노원구	남자	계	258,045	66,061	15,886	11,602	16,045	4,017	16,555	1,956	174,947	7,992	11,189	57,024	21,016	65,918	11,808	10,553	680	1,115	1,758	2,609	3,960	431	3,356	623	658	2,075	3,128
2015	노원구	남자	6~9세	9,667	7,987	7,987	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,680
2015	노원구	남자	10~14세	15,261	15,261	7,899	7,362	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	노원구	남자	15~19세	21,152	19,282	-	3,198	12,163	1,230	2,691	-	1,713	-	59	1,654	-	-	-	157	-	3	91	43	20	-	-	-	-	-	-
2015	노원구	남자	20~24세	22,041	17,171	-	1,040	3,872	2,269	9,912	78	4,336	9	77	2,581	1,123	546	-	496	-	17	104	206	169	-	20	13	7	-	18
2015	노원구	남자	25~29세	17,358	4,236	-	-	3	356	3,301	576	11,721	-	61	2,073	2,606	6,692	289	1,056	-	17	41	455	537	6	330	51	190	89	15
2015	노원구	남자	30~34세	19,441	792	-	-	-	55	271	466	17,080	-	96	3,155	3,479	9,330	1,020	1,236	-	21	79	444	643	49	298	28	84	186	35
2015	노원구	남자	35~39세	19,995	481	-	1	1	52	137	290	17,958	-	113	4,103	3,329	9,014	1,399	1,052	-	31	103	359	498	61	480	117	80	283	24
2015	노원구	남자	40~44세	23,214	403	-	-	2	32	130	239	21,528	2	233	6,189	3,505	9,605	1,994	813	15	69	98	230	332	69	450	108	61	281	20
2015	노원구	남자	45~49세	25,038	250	-	1	2	22	69	156	23,404	121	478	7,436	2,618	10,612	2,139	875	23	38	122	252	339	101	489	68	53	368	20
2015	노원구	남자	50~54세	22,571	108	-	-	-	1	19	88	21,054	409	1,008	7,391	1,921	8,367	1,958	918	45	92	145	238	330	68	429	73	64	292	62
2015	노원구	남자	55~59세	20,509	70	-	-	1	-	21	48	18,924	981	2,008	7,816	1,208	5,403	1,508	1,138	111	182	347	163	278	57	312	36	16	260	65
2015	노원구	남자	60~64세	14,274	12	-	-	1	-	2	9	13,249	1,176	2,143	5,845	649	2,718	718	687	75	183	154	74	187	14	201	34	37	130	125
2015	노원구	남자	65~69세	10,425	8	-	-	-	-	2	6	9,400	1,466	1,937	3,840	310	1,486	361	638	123	177	166	33	139	-	156	45	25	86	223
2015	노원구	남자	70~74세	7,817	-	-	-	-	-	-	-	6,963	1,733	1,448	2,513	120	915	234	617	137	120	141	49	164	6	72	14	14	44	165
2015	노원구	남자	75~79세	5,301	-	-	-	-	-	-	-	4,372	1,242	832	1,426	63	728	81	595	117	118	96	44	220	-	67	23	8	36	267
2015	노원구	남자	80~84세	2,580	-	-	-	-	-	-	-	2,073	478	443	723	38	323	68	238	34	41	63	19	81	-	31	13	12	6	238
2015	노원구	남자	85세 이상	1,401	-	-	-	-	-	-	-	1,172	375	253	279	47	179	39	37	-	6	8	-	23	-	21	-	7	14	171
2015	노원구	여자	계	273,523	55,729	14,913	9,723	11,159	3,119	15,138	1,677	197,622	19,368	17,473	67,909	28,654	56,817	7,401	8,876	2,363	1,220	1,059	1,723	2,153	358	2,569	659	549	1,361	8,727
2015	노원구	여자	6~9세	9,078	7,508	7,508	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,570
2015	노원구	여자	10~14세	14,245	14,245	7,405	6,840	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	노원구	여자	15~19세	19,479	17,895	-	2,882	11,149	988	2,876	-	1,515	-	41	1,474	-	-	-	69	-	-	41	6	22	-	-	-	-	-	-
2015	노원구	여자	20~24세	20,297	12,554	-	-	7	1,806	10,447	294	7,306	-	14	1,851	2,752	2,670	19	316	-	8	24	160	124	-	101	54	47	-	20
2015	노원구	여자	25~29세	16,814	1,462	-	-	2	96	775	589	14,733	-	37	1,547	3,736	8,797	616	411	-	15	29	189	141	37	197	22	89	86	11
2015	노원구	여자	30~34세	19,705	559	-	1	-	42	210	306	18,109	-	28	2,756	4,687	9,349	1,289	498	-	1	39	260	130	68	527	55	133	339	12
2015	노원구	여자	35~39세	20,589	423	-	-	-	48	226	149	18,869	-	75	4,247	4,972	8,103	1,472	834	-	18	52	337	307	120	449	77	95	277	14
2015	노원구	여자	40~44세	25,910	473	-	-	-	58	252	163	24,430	23	211	9,335	4,714	8,846	1,301	577	-	16	61	218	226	56	429	114	55	260	1
2015	노원구	여자	45~49세	26,617	386	-	-	-	80	214	92	25,147	208	829	11,043	3,567	8,354	1,146	679	28	45	51	211	322	22	364	156	50	158	41
2015	노원구	여자	50~54세	23,670	135	-	-	-	-	76	59	22,590	894	2,070	10,976	2,248	5,537	865	682	114	88	32	146	276	26	234	62	22	150	29
2015	노원구	여자	55~59세	22,204	77	-	-	1	1	60	15	20,945	2,121	3,447	11,127	984	2,843	423	968	163	224	207	116	251	7	151	64	40	47	63
2015	노원구	여자	60~64세	15,924	11	-	-	-	-	1	10	14,710	2,725	3,803	6,417	527	1,084	154	822	180	293	213	15	106	15	85	44	12	29	296
2015	노원구	여자	65~69세	12,122	1	-	-	-	-	1	-	10,511	3,460	2,814	3,301	296	573	67	894	414	210	146	39	85	-	19	11	-	8	697
2015	노원구	여자	70~74세	10,036	-	-	-	-	-	-	-	7,966	3,675	1,935	1,902	90	329	35	808	525	150	56	7	70	-	7	-	-	7	1,255
2015	노원구	여자	75~79세	7,855	-	-	-	-	-	-	-	5,681	3,195	1,361	936	34	141	14	713	514	102	45	6	39	7	-	-	-	-	1,461
2015	노원구	여자	80~84세	5,202	-	-	-	-	-	-	-	3,239	1,831	601	672	23	112	-	390	261	28	56	13	32	-	6	-	6	-	1,567
2015	노원구	여자	85세 이상	3,776	-	-	-	-	-	-	-	1,871	1,236	207	325	24	79	-	215	164	22	7	-	22	-	-	-	-	-	1,690
2015	은평구	합계	계	448,553	80,298	22,791	14,471	18,497	6,536	15,588	2,415	333,701	26,016	26,499	126,137	42,989	96,890	15,170	19,625	2,480	2,499	3,297	4,526	6,246	577	4,180	804	1,011	2,365	10,749
2015	은평구	합계	6~9세	15,213	12,126	12,126	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3,087
2015	은평구	합계	10~14세	20,177	20,176	10,661	9,515	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
2015	은평구	합계	15~19세	26,830	24,082	-	4,194	15,667	2,114	2,107	-	2,552	-	92	2,460	-	-	-	195	-	51	110	27	7	-	-	-	-	-	1
2015	은평구	합계	20~24세	30,266	17,205	-	732	2,805	3,647	9,842	179	11,932	8	107	5,258	3,828	2,694	37	1,018	-	29	152	440	397	-	103	47	56	-	8
2015	은평구	합계	25~29세	30,434	3,744	-	1	4	409	2,559	771	24,627	-	92	4,315	5,978	13,314	928	1,633	-	26	107	735	737	28	408	82	227	99	22
2015	은평구	합계	30~34세	37,899	1,193	-	4	2	152	442	593	34,049	-	194	6,884	8,398	16,695	1,878	2,106	-	44	244	843	893	82	525	113	111	301	26
2015	은평구	합계	35~39세	38,375	648	-	4	1	109	227	307	34,913	-	218	9,877	7,453	15,024	2,341	2,171	-	82	186	790	972	141	582	103	81	398	61
2015	은평구	합계	40~44세	41,513	453	-	3	-	52	211	187	38,854	49	472	16,135	6,091	13,243	2,864	1,503	17	109	265	362	654	96	601	105	103	393	102
2015	은평구	합계	45~49세	38,988	334	-	1	2	52	125	154	36,741	316	1,219	17,882	4,294	11,070	1,960	1,242	31	88	307	288	463	65	577	115	122	340	94
2015	은평구	합계	50~54세	37,188	233	-	6	3	-	55	169	34,769	1,136	2,877	18,088	2,961	8,188	1,519	1,650	50	210	362	348	595	85	454	79	125	250	82
2015	은평구	합계	55~59세	37,697	72	-	2	7	1	20	42	35,437	3,100	5,339	17,153	1,850	6,316	1,679	1,642	183	369	409	231	393	57	381	70	95	216	165
2015	은평구	합계	60~64세	27,912	16	-	7	4	-	-	5	25,861	4,192	5,346	11,083	904	3,497	839	1,541	264	441	361	159	309	7	170	40	41	89	324
2015	은평구	합계	65~69세	23,175	8	4	2	2	-	-	-	21,051	4,753	4,780	7,867	566	2,631	454	1,226	349	278	272	93	218	16	152	44	28	80	738
2015	은평구	합계	70~74세	18,994	8	-	-	-	-	-	8	15,845	5,191	3,108	4,755	375	2,130	286	1,475	548	358	238	84	247	-	113	-	6	107	1,553
2015	은평구	합계	75~79세	13,114	-	-	-	-	-	-	-	10,128	4,053	1,628	2,645	138	1,412	252	1,373	588	292	181	49	263	-	78	-	11	67	1,535
2015	은평구	합계	80~84세	6,645	-	-	-	-	-	-	-	4,578	1,994	663	1,203	86	553	79	578	297	105	78	47	51	-	36	6	5	25	1,453
2015	은평구	합계	85세 이상	4,133	-	-	-	-	-	-	-	2,364	1,224	364	532	67	123	54	272	153	17	25	30	47	-	-	-	-	-	1,497
2015	은평구	남자	계	217,721	43,264	11,933	7,855	10,817	3,489	8,024	1,146	157,726	8,195	10,409	59,329	19,434	51,752	8,607	11,397	621	1,225	2,097	2,897	4,207	350	2,271	330	542	1,399	3,063
2015	은평구	남자	6~9세	7,780	6,340	6,340	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,440
2015	은평구	남자	10~14세	10,540	10,540	5,593	4,947	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	은평구	남자	15~19세	13,642	12,123	-	2,175	8,010	1,006	932	-	1,390	-	68	1,322	-	-	-	128	-	18	92	11	7	-	-	-	-	-	1
2015	은평구	남자	20~24세	15,263	10,178	-	732	2,805	2,027	4,563	51	4,455	8	57	2,926	1,029	427	8	626	-	9	128	253	236	-	-	-	-	-	4
2015	은평구	남자	25~29세	14,717	2,676	-	-	2	291	2,031	352	10,740	-	19	2,409	2,574	5,550	188	1,074	-	14	70	463	515	12	205	26	151	28	22
2015	은평구	남자	30~34세	18,978	621	-	-	-	74	253	294	16,586	-	75	3,604	3,754	8,441	712	1,496	-	36	149	603	666	42	258	56	51	151	17
2015	은평구	남자	35~39세	19,273	319	-	1	-	62	123	133	17,139	-	96	4,537	3,357	8,042	1,107	1,518	-	66	129	527	708	88	249	51	31	167	48
2015	은평구	남자	40~44세	20,968	202	-	-	-	22	83	97	19,361	18	295	7,248	2,955	7,173	1,672	996	11	71	191	224	445	54	321	52	67	202	88
2015	은평구	남자	45~49세	19,014	109	-	-	-	7	30	72	17,870	100	462	7,650	2,133	6,320	1,205	657	22	53	168	141	245	28	310	45	58	207	68
2015	은평구	남자	50~54세	17,804	111	-	-	-	-	-	111	16,311	397	915	7,732	1,496	4,809	962	1,036	24	122	251	234	345	60	281	32	57	192	65
2015	은평구	남자	55~59세	17,825	37	-	-	-	-	9	28	16,599	1,106	1,980	7,524	1,001	3,846	1,142	835	59	155	208	115	248	50	252	28	61	163	102
2015	은평구	남자	60~64세	12,995	-	-	-	-	-	-	-	11,889	1,207	1,977	5,297	512	2,233	663	856	120	225	212	93	206	-	103	14	28	61	147
2015	은평구	남자	65~69세	10,641	-	-	-	-	-	-	-	9,835	1,419	1,988	4,032	292	1,740	364	528	68	80	159	45	160	16	106	20	21	65	172
2015	은평구	남자	70~74세	8,716	8	-	-	-	-	-	8	7,587	1,717	1,305	2,632	188	1,511	234	755	130	208	159	76	182	-	98	-	6	92	268
2015	은평구	남자	75~79세	5,784	-	-	-	-	-	-	-	4,922	1,330	702	1,497	54	1,108	231	554	106	123	123	42	160	-	52	-	6	46	256
2015	은평구	남자	80~84세	2,573	-	-	-	-	-	-	-	2,069	509	285	689	64	448	74	229	52	37	50	47	43	-	36	6	5	25	239
2015	은평구	남자	85세 이상	1,208	-	-	-	-	-	-	-	973	384	185	230	25	104	45	109	29	8	8	23	41	-	-	-	-	-	126
